,location,total_sqft,bath,price,BHK
4547,Kothannur,1275.0,2.0,43.85,3
4548,Kothannur,1100.0,2.0,40.0,2
4549,Kothannur,1197.0,2.0,47.88,2
4550,Kothannur,1197.0,2.0,47.8,2
4551,Kothannur,1070.0,2.0,42.79,2
4552,Kothannur,1270.0,3.0,45.0,3
4553,Kothannur,1275.0,3.0,44.0,3
4554,Kothannur,1070.0,2.0,38.6,2
4555,Kothannur,1485.0,2.0,59.4,3
4556,Kothannur,1215.0,2.0,48.6,3
4557,Kothannur,1404.0,2.0,56.15,3
4558,Kothanur,1200.0,2.0,51.0,2
4559,Kothanur,2400.0,2.0,150.0,3
4560,Kothanur,1828.0,3.0,110.0,3
4561,Kothanur,1186.0,2.0,58.0,2
4562,Kothanur,1577.0,3.0,70.0,3
4563,Kothanur,1847.0,3.0,105.0,3
4564,Kothanur,1580.0,3.0,76.0,3
4565,Kothanur,9600.0,5.0,550.0,5
4566,Kothanur,1435.0,3.0,70.0,3
4567,Kothanur,1187.0,2.0,58.0,2
4568,Kothanur,1847.0,3.0,110.0,3
4569,Kothanur,1460.0,3.0,71.0,3
4570,Kothanur,1185.0,2.0,59.0,2
4571,Kothanur,1436.0,3.0,70.0,3
4572,Kothanur,1462.0,3.0,71.0,3
4573,Kothanur,1790.0,3.0,105.0,3
4574,Kothanur,1583.0,3.0,76.1,3
4575,Kothanur,1070.0,2.0,45.5,2
4576,Kothanur,1820.0,3.0,77.0,3
4577,Kothanur,1145.0,2.0,56.0,2
4578,Kothanur,3401.0,5.0,230.0,4
4579,Kothanur,1455.0,2.0,69.0,2
4580,Kothanur,627.0,1.0,30.0,1
4581,Kothanur,1302.0,2.0,68.5,2
4582,Kothanur,1760.0,3.0,111.0,3
4583,Kothanur,1185.0,2.0,58.0,2
4584,Kothanur,1500.0,1.0,75.0,1
4585,Kothanur,1075.0,2.0,53.0,2
4586,Kothanur,1790.0,3.0,97.0,3
4587,Kothanur,2700.0,4.0,175.0,4
4588,Kothanur,1786.0,2.0,106.0,3
4589,Kothanur,1787.0,3.0,107.0,3
4590,Kothanur,1141.0,2.0,54.0,2
4591,Kothanur,1760.0,3.0,110.0,3
4592,Kothanur,1365.0,3.0,66.0,3
4593,Kothanur,1160.0,2.0,57.0,2
4594,Kothanur,1095.0,2.0,55.0,2
4595,Kothanur,1142.0,2.0,56.0,2
4596,Kothanur,1074.0,2.0,54.0,2
4597,Kothanur,1285.0,2.0,60.0,2
4598,Kothanur,1075.0,2.0,53.0,2
4599,Kothanur,1140.0,2.0,56.0,2
4600,Kothanur,1400.0,2.0,70.0,2
4601,Kothanur,1581.0,3.0,76.0,3
4602,Kothanur,1385.0,3.0,67.0,3
4603,Kothanur,1140.0,2.0,56.0,2
4604,Kothanur,1787.0,3.0,120.0,3
4605,Kothanur,1185.0,2.0,59.0,2
4606,Kothanur,1581.0,3.0,76.0,3
4607,Kothanur,1790.0,3.0,105.0,3
4608,Kothanur,1130.0,2.0,55.0,2
4609,Kothanur,1094.0,2.0,54.0,2
4610,Kothanur,1170.0,3.0,80.0,3
4611,Kothanur,1400.0,2.0,65.0,2
4612,Kothanur,1195.0,2.0,59.0,2
4613,Kothanur,1790.0,3.0,120.0,3
4614,Kothanur,1454.0,3.0,71.5,3
4615,Kudlu,1152.0,2.0,53.5,2
4616,Kudlu,1027.0,2.0,43.0,2
4617,Kudlu,1092.0,2.0,44.0,2
4618,Kudlu,1027.0,2.0,43.0,2
4619,Kudlu,1092.0,2.0,44.0,2
4620,Kudlu,1143.0,2.0,55.0,2
4621,Kudlu,1455.0,2.0,60.0,3
4622,Kudlu,1024.0,2.0,44.0,2
4623,Kudlu,1570.0,2.0,65.94,3
4624,Kudlu,1600.0,3.0,79.0,3
4625,Kudlu,1027.0,2.0,42.0,2
4626,Kudlu,1076.0,2.0,50.0,2
4627,Kudlu,1027.0,2.0,44.0,2
4628,Kudlu,1084.0,2.0,53.0,2
4629,Kudlu,1300.0,2.0,56.0,2
4630,Kudlu,1027.0,2.0,44.0,2
4631,Kudlu,1245.0,2.0,60.0,3
4632,Kudlu,1027.0,2.0,44.0,2
4633,Kudlu,1110.0,2.0,46.0,2
4634,Kudlu,2100.0,3.0,114.0,4
4635,Kudlu,1027.0,2.0,44.0,2
4636,Kudlu,720.0,1.0,33.0,1
4637,Kudlu,1027.0,2.0,44.0,2
4638,Kudlu,1162.0,2.0,52.0,2
4639,Kudlu,1041.0,2.0,53.0,2
4640,Kudlu Gate,1535.0,3.0,83.0,3
4641,Kudlu Gate,1535.0,3.0,85.0,3
4642,Kudlu Gate,1535.0,3.0,78.0,3
4643,Kudlu Gate,1535.0,3.0,86.0,3
4644,Kudlu Gate,1564.0,2.0,92.0,3
4645,Kudlu Gate,1364.0,2.0,46.38,3
4646,Kudlu Gate,1238.0,2.0,55.0,2
4647,Kudlu Gate,1335.0,3.0,89.0,3
4648,Kudlu Gate,703.0,1.0,52.0,1
4649,Kudlu Gate,1535.0,3.0,86.0,3
4650,Kudlu Gate,1532.0,3.0,83.0,3
4651,Kudlu Gate,1113.0,2.0,50.0,2
4652,Kudlu Gate,1465.0,2.0,49.81,3
4653,Kudlu Gate,1185.0,2.0,50.0,2
4654,Kudlu Gate,1664.0,3.0,68.0,3
4655,Kudlu Gate,1656.0,3.0,80.0,3
4656,Kudlu Gate,1656.0,3.0,75.0,3
4657,Kudlu Gate,1215.0,2.0,45.0,2
4658,Kudlu Gate,812.0,2.0,38.25,2
4659,Kudlu Gate,1547.0,2.0,103.0,2
4660,Kudlu Gate,1336.0,2.0,86.0,2
4661,Kudlu Gate,1919.0,3.0,121.0,3
4662,Kudlu Gate,1464.0,3.0,56.0,2
4663,Kudlu Gate,1535.0,3.0,85.0,3
4664,Kudlu Gate,1850.0,3.0,120.0,3
4665,Kudlu Gate,940.0,2.0,69.57,2
4666,Kudlu Gate,1215.0,2.0,44.96,2
4667,Kudlu Gate,1164.0,2.0,75.0,2
4668,Kudlu Gate,3850.0,6.0,205.0,4
4669,Kudlu Gate,1183.0,2.0,79.54,2
4670,Kudlu Gate,1850.0,3.0,110.0,3
4671,Kudlu Gate,1320.0,2.0,50.0,3
4672,Kudlu Gate,1183.0,2.0,79.54,2
4673,Kudlu Gate,1200.0,2.0,44.4,2
4674,Kudlu Gate,1432.0,2.0,61.11,3
4675,Kudlu Gate,1310.0,2.0,53.0,2
4676,Kumaraswami Layout,2000.0,4.0,139.0,4
4677,Kumaraswami Layout,1000.0,2.0,48.5,2
4678,Kumaraswami Layout,1000.0,2.0,58.0,2
4679,Kumaraswami Layout,2400.0,7.0,125.0,7
4680,Kumaraswami Layout,2400.0,2.0,125.0,3
4681,Kumaraswami Layout,1310.0,2.0,70.0,3
4682,Kumaraswami Layout,850.0,1.0,78.0,1
4683,Kumaraswami Layout,3200.0,7.0,150.0,7
4684,Kumaraswami Layout,1310.0,2.0,85.0,3
4685,Kumaraswami Layout,2450.0,3.0,110.0,4
4686,Kumaraswami Layout,3100.0,7.0,145.0,7
4687,Kumaraswami Layout,1200.0,3.0,75.0,3
4688,Kumaraswami Layout,1081.0,2.0,60.0,2
4689,Kundalahalli,1724.0,3.0,125.0,3
4690,Kundalahalli,1030.0,2.0,49.0,2
4691,Kundalahalli,735.0,2.0,57.99,2
4692,Kundalahalli,1047.0,2.0,82.0,2
4693,Kundalahalli,1397.0,3.0,105.0,3
4694,Kundalahalli,1724.0,3.0,127.0,3
4695,Kundalahalli,1010.0,2.0,49.27,2
4696,Kundalahalli,1397.0,3.0,110.0,3
4697,Kundalahalli,1397.0,3.0,104.0,3
4698,Kundalahalli,1397.0,3.0,108.0,3
4699,Kundalahalli,1920.0,3.0,150.0,3
4700,Kundalahalli,1397.0,3.0,105.0,3
4701,Kundalahalli,1800.0,3.0,80.0,3
4702,Kundalahalli,1724.0,3.0,124.0,3
4703,Kundalahalli,1047.0,2.0,84.0,2
4704,Kundalahalli,1047.0,2.0,83.0,2
4705,Kundalahalli,7000.0,4.0,550.0,4
4706,Kundalahalli,2075.0,3.0,115.0,3
4707,Kundalahalli,1120.0,2.0,53.76,2
4708,Kundalahalli,1047.0,2.0,82.62,2
4709,Kundalahalli,1047.0,2.0,91.0,2
4710,Kundalahalli,1724.0,3.0,146.0,3
4711,Kundalahalli,1600.0,3.0,170.0,3
4712,Kundalahalli,1496.0,2.0,78.0,3
4713,Kundalahalli,1724.0,3.0,125.0,3
4714,Kundalahalli,1010.0,2.0,48.27,2
4715,Kundalahalli,1047.0,2.0,89.0,2
4716,Kundalahalli,2500.0,5.0,245.0,4
4717,Kundalahalli,1397.0,3.0,105.0,3
4718,Kundalahalli,1800.0,3.0,110.0,3
4719,Kundalahalli,1047.0,2.0,72.0,2
4720,Kundalahalli,1260.0,2.0,58.0,2
4721,Kundalahalli,3092.0,4.0,230.0,4
4722,Kundalahalli,1065.0,2.0,70.0,2
4723,Kundalahalli,1724.0,3.0,146.0,3
4724,Kundalahalli,1047.0,2.0,91.0,2
4725,Kundalahalli,1724.0,3.0,128.0,3
4726,Kundalahalli,1315.0,2.0,74.0,2
4727,Kundalahalli,2100.0,3.0,150.0,3
4728,Kundalahalli,1724.0,3.0,125.0,3
4729,Kundalahalli,1724.0,3.0,140.0,3
4730,Kundalahalli,1175.0,2.0,65.0,2
4731,LB Shastri Nagar,1600.0,3.0,65.0,3
4732,LB Shastri Nagar,1043.0,2.0,55.0,2
4733,LB Shastri Nagar,1184.0,2.0,69.0,2
4734,LB Shastri Nagar,665.0,1.0,32.0,1
4735,LB Shastri Nagar,1250.0,2.0,48.5,2
4736,LB Shastri Nagar,1400.0,2.0,80.0,3
4737,LB Shastri Nagar,1184.0,2.0,62.0,2
4738,LB Shastri Nagar,1200.0,2.0,47.0,2
4739,LB Shastri Nagar,1200.0,2.0,75.0,2
4740,LB Shastri Nagar,1000.0,2.0,49.5,2
4741,Laggere,2800.0,5.0,125.0,5
4742,Laggere,1200.0,3.0,130.0,3
4743,Laggere,1200.0,1.0,125.0,1
4744,Laggere,1200.0,2.0,75.0,2
4745,Laggere,620.0,2.0,48.0,1
4746,Lakshminarayana Pura,1185.0,2.0,75.0,2
4747,Lakshminarayana Pura,1600.0,2.0,108.0,3
4748,Lakshminarayana Pura,1180.0,2.0,75.0,2
4749,Lakshminarayana Pura,1172.0,2.0,82.0,2
4750,Lakshminarayana Pura,1179.0,2.0,75.0,2
4751,Lakshminarayana Pura,1149.0,2.0,75.0,2
4752,Lakshminarayana Pura,1336.0,2.0,100.0,2
4753,Lakshminarayana Pura,1175.0,2.0,75.0,2
4754,Lakshminarayana Pura,1190.0,2.0,75.0,2
4755,Lakshminarayana Pura,1200.0,2.0,75.0,2
4756,Lakshminarayana Pura,1200.0,2.0,75.0,2
4757,Lakshminarayana Pura,1165.0,2.0,75.0,2
4758,Lakshminarayana Pura,1145.0,2.0,75.0,2
4759,Lakshminarayana Pura,1500.0,3.0,104.0,3
4760,Lakshminarayana Pura,1210.0,2.0,75.0,2
4761,Lakshminarayana Pura,1169.0,2.0,75.0,2
4762,Lakshminarayana Pura,1200.0,2.0,75.0,2
4763,Lakshminarayana Pura,1172.0,2.0,75.0,2
4764,Lakshminarayana Pura,1172.0,2.0,75.0,2
4765,Lakshminarayana Pura,1180.0,2.0,75.0,2
4766,Lakshminarayana Pura,1200.0,2.0,83.0,2
4767,Lakshminarayana Pura,1200.0,2.0,80.0,2
4768,Lakshminarayana Pura,1195.0,2.0,75.0,2
4769,Lakshminarayana Pura,1200.0,2.0,80.0,2
4770,Lingadheeranahalli,1521.0,3.0,95.0,3
4771,Lingadheeranahalli,1511.0,3.0,95.0,3
4772,Lingadheeranahalli,1683.0,3.0,109.0,3
4773,Lingadheeranahalli,1519.0,3.0,93.0,3
4774,Lingadheeranahalli,1521.0,3.0,94.99,3
4775,Lingadheeranahalli,1682.0,3.0,120.0,3
4776,Lingadheeranahalli,1521.0,3.0,94.71,3
4777,Lingadheeranahalli,1893.0,3.0,130.0,3
4778,Lingadheeranahalli,1705.0,3.0,110.0,3
4779,Lingadheeranahalli,2245.0,4.0,154.0,4
4780,Lingadheeranahalli,1682.0,3.0,113.0,3
4781,Lingadheeranahalli,1682.0,3.0,114.0,3
4782,Lingadheeranahalli,1506.0,3.0,95.0,3
4783,Lingadheeranahalli,1683.0,3.0,110.0,3
4784,Lingadheeranahalli,1684.0,3.0,120.0,3
4785,Lingadheeranahalli,2236.0,4.0,153.0,4
4786,Lingadheeranahalli,1894.0,4.0,114.0,3
4787,Lingadheeranahalli,2240.0,4.0,160.0,4
4788,Magadi Road,3600.0,6.0,141.0,6
4789,Magadi Road,1116.0,2.0,50.0,2
4790,Magadi Road,1282.0,2.0,49.0,3
4791,Magadi Road,884.0,2.0,41.1,2
4792,Magadi Road,1005.0,2.0,55.78,2
4793,Magadi Road,1500.0,2.0,93.0,4
4794,Magadi Road,1322.0,2.0,58.82,3
4795,Magadi Road,1345.0,2.0,55.0,2
4796,Magadi Road,1191.0,2.0,55.38,3
4797,Magadi Road,5000.0,6.0,360.0,5
4798,Magadi Road,1116.0,2.0,51.89,2
4799,Magadi Road,1052.0,2.0,60.0,3
4800,Magadi Road,940.0,2.0,50.0,2
4801,Magadi Road,1318.0,2.0,68.0,3
4802,Magadi Road,884.0,2.0,48.0,2
4803,Mahadevpura,1720.0,3.0,78.0,3
4804,Mahadevpura,1150.0,2.0,52.0,2
4805,Mahadevpura,1250.0,2.0,52.0,2
4806,Mahadevpura,1260.0,2.0,57.6,2
4807,Mahadevpura,730.0,1.0,35.0,1
4808,Mahadevpura,1434.0,2.0,67.39,3
4809,Mahadevpura,1146.0,2.0,53.8,2
4810,Mahadevpura,1532.0,2.0,62.0,2
4811,Mahadevpura,1620.0,2.0,76.0,3
4812,Mahadevpura,1136.0,2.0,64.5,2
4813,Mahadevpura,1400.0,2.0,65.8,3
4814,Mahadevpura,1137.0,2.0,53.4,2
4815,Mahadevpura,1601.0,3.0,95.0,3
4816,Mahadevpura,1450.0,3.0,75.0,3
4817,Mahadevpura,1152.0,2.0,54.0,2
4818,Mahadevpura,1212.0,2.0,56.9,2
4819,Mahadevpura,1505.0,3.0,64.0,3
4820,Mahadevpura,1505.0,3.0,78.0,3
4821,Mahadevpura,1500.0,2.0,70.0,3
4822,Mahadevpura,1236.0,2.0,58.0,2
4823,Mahadevpura,1236.0,2.0,58.0,2
4824,Mahadevpura,1120.0,2.0,53.0,2
4825,Mahalakshmi Layout,1575.0,5.0,158.0,4
4826,Mahalakshmi Layout,1105.0,2.0,80.0,2
4827,Mahalakshmi Layout,1200.0,3.0,160.0,4
4828,Mahalakshmi Layout,1200.0,2.0,110.0,3
4829,Mahalakshmi Layout,1876.0,3.0,150.0,3
4830,Mallasandra,1665.0,3.0,95.0,3
4831,Mallasandra,1665.0,3.0,86.58,3
4832,Mallasandra,1340.0,2.0,61.0,2
4833,Mallasandra,1325.0,2.0,70.0,2
4834,Mallasandra,1665.0,3.0,86.91,3
4835,Mallasandra,1325.0,2.0,70.0,2
4836,Mallasandra,905.0,2.0,40.0,2
4837,Mallasandra,1325.0,2.0,65.0,2
4838,Mallasandra,1325.0,2.0,73.0,2
4839,Mallasandra,1565.0,2.0,69.0,2
4840,Mallasandra,905.0,2.0,35.0,2
4841,Mallasandra,1524.0,2.0,72.0,3
4842,Mallasandra,1100.0,2.0,76.3,3
4843,Malleshpalya,1140.0,2.0,46.5,2
4844,Malleshpalya,1225.0,2.0,46.86,2
4845,Malleshpalya,1785.0,3.0,75.0,3
4846,Malleshpalya,1052.0,2.0,50.0,2
4847,Malleshpalya,1405.0,2.0,77.0,3
4848,Malleshpalya,1065.0,2.0,50.0,2
4849,Malleshpalya,1210.0,2.0,55.0,2
4850,Malleshpalya,1900.0,3.0,60.0,3
4851,Malleshpalya,1060.0,2.0,40.0,2
4852,Malleshpalya,1430.0,2.0,69.5,3
4853,Malleshpalya,1421.0,2.0,90.0,2
4854,Malleshpalya,1245.0,2.0,55.0,2
4855,Malleshpalya,1200.0,2.0,46.0,2
4856,Malleshpalya,1225.0,2.0,52.0,2
4857,Malleshwaram,705.0,1.0,67.0,1
4858,Malleshwaram,12000.0,7.0,2200.0,7
4859,Malleshwaram,2500.0,5.0,325.0,4
4860,Malleshwaram,2006.0,3.0,297.0,3
4861,Malleshwaram,686.0,1.0,62.5,1
4862,Malleshwaram,2475.0,4.0,332.0,3
4863,Malleshwaram,2610.0,3.0,399.0,3
4864,Malleshwaram,2475.0,4.0,320.0,3
4865,Malleshwaram,900.0,2.0,95.0,2
4866,Malleshwaram,1420.0,2.0,158.0,2
4867,Malleshwaram,2000.0,3.0,250.0,3
4868,Malleshwaram,2215.0,3.0,275.0,3
4869,Malleshwaram,1600.0,3.0,160.0,3
4870,Malleshwaram,2475.0,4.0,300.0,3
4871,Malleshwaram,2600.0,3.0,237.0,3
4872,Malleshwaram,2215.0,4.0,310.0,3
4873,Malleshwaram,480.0,1.0,60.0,1
4874,Malleshwaram,1290.0,2.0,120.0,2
4875,Malleshwaram,2475.0,4.0,326.0,3
4876,Malleshwaram,2476.0,3.0,337.0,3
4877,Malleshwaram,900.0,2.0,90.0,2
4878,Malleshwaram,2250.0,3.0,200.0,3
4879,Malleshwaram,2050.0,4.0,270.0,3
4880,Malleshwaram,900.0,2.0,72.0,2
4881,Malleshwaram,620.0,1.0,86.8,1
4882,Malleshwaram,600.0,1.0,68.0,2
4883,Malleshwaram,2475.0,4.0,337.0,3
4884,Malleshwaram,2215.0,3.0,275.0,3
4885,Malleshwaram,2215.0,3.0,330.0,3
4886,Malleshwaram,2800.0,4.0,252.0,4
4887,Malleshwaram,1020.0,2.0,80.0,2
4888,Malleshwaram,600.0,1.0,90.0,2
4889,Malleshwaram,2200.0,3.0,275.0,3
4890,Malleshwaram,2475.0,4.0,326.0,3
4891,Malleshwaram,1500.0,2.0,140.0,2
4892,Malleshwaram,2475.0,4.0,340.0,3
4893,Malleshwaram,1400.0,2.0,190.0,2
4894,Malleshwaram,2475.0,4.0,300.0,3
4895,Malleshwaram,2400.0,3.0,380.0,3
4896,Malleshwaram,580.0,1.0,45.0,1
4897,Malleshwaram,1410.0,2.0,125.0,2
4898,Malleshwaram,2610.0,4.0,306.0,4
4899,Marathahalli,1310.0,3.0,63.25,3
4900,Marathahalli,1220.0,2.0,57.0,2
4901,Marathahalli,1200.0,2.0,52.0,2
4902,Marathahalli,1200.0,2.0,60.0,2
4903,Marathahalli,1933.0,3.0,140.0,3
4904,Marathahalli,950.0,2.0,46.96,2
4905,Marathahalli,1230.0,2.0,80.0,2
4906,Marathahalli,3800.0,4.0,250.0,4
4907,Marathahalli,1019.0,2.0,49.85,2
4908,Marathahalli,1215.0,2.0,67.0,2
4909,Marathahalli,2181.0,3.0,152.0,4
4910,Marathahalli,1170.0,2.0,53.0,2
4911,Marathahalli,1019.0,2.0,49.86,2
4912,Marathahalli,1325.0,2.0,71.55,2
4913,Marathahalli,1220.0,2.0,56.5,2
4914,Marathahalli,1575.0,3.0,78.0,3
4915,Marathahalli,1152.0,2.0,56.0,2
4916,Marathahalli,1610.0,3.0,90.0,3
4917,Marathahalli,1146.0,2.0,70.0,2
4918,Marathahalli,4000.0,5.0,212.0,4
4919,Marathahalli,1469.0,3.0,89.0,3
4920,Marathahalli,1530.0,3.0,74.5,3
4921,Marathahalli,1840.0,3.0,98.0,3
4922,Marathahalli,3951.0,4.0,220.0,4
4923,Marathahalli,1350.0,2.0,62.0,3
4924,Marathahalli,2519.0,5.0,185.0,4
4925,Marathahalli,1385.0,2.0,66.65,3
4926,Marathahalli,957.0,2.0,46.9,2
4927,Marathahalli,1583.0,3.0,105.0,3
4928,Marathahalli,2524.0,5.0,190.0,4
4929,Marathahalli,1350.0,3.0,72.0,3
4930,Marathahalli,4000.0,5.0,212.0,4
4931,Marathahalli,1535.0,3.0,72.5,3
4932,Marathahalli,1071.0,2.0,52.25,2
4933,Marathahalli,1215.0,2.0,58.86,2
4934,Marathahalli,1102.0,2.0,53.67,2
4935,Marathahalli,1900.0,3.0,123.0,3
4936,Marathahalli,1045.0,2.0,60.0,2
4937,Marathahalli,1305.0,2.0,69.0,3
4938,Marathahalli,1215.0,2.0,58.86,2
4939,Marathahalli,1365.0,2.0,73.0,2
4940,Marathahalli,3800.0,4.0,205.0,4
4941,Marathahalli,3895.0,4.0,220.0,4
4942,Marathahalli,1785.0,3.0,94.0,3
4943,Marathahalli,4000.0,4.0,220.0,4
4944,Marathahalli,1208.0,2.0,70.0,2
4945,Marathahalli,1325.0,1.0,92.0,2
4946,Marathahalli,1525.0,3.0,90.0,3
4947,Marathahalli,1937.0,3.0,140.0,3
4948,Marathahalli,1550.0,3.0,83.0,3
4949,Marathahalli,1350.0,2.0,86.0,2
4950,Marathahalli,957.0,2.0,47.0,2
4951,Marathahalli,4000.0,4.0,220.0,4
4952,Marathahalli,1230.0,2.0,57.0,2
4953,Marathahalli,1200.0,2.0,58.0,2
4954,Marathahalli,1650.0,3.0,86.45,3
4955,Marathahalli,607.0,1.0,35.0,1
4956,Marathahalli,1583.0,3.0,109.0,3
4957,Marathahalli,1075.0,2.0,52.43,2
4958,Marathahalli,1360.0,2.0,103.0,2
4959,Marathahalli,1220.0,2.0,58.5,2
4960,Marathahalli,950.0,2.0,45.68,2
4961,Marathahalli,615.0,1.0,44.0,1
4962,Marathahalli,1595.0,3.0,90.0,3
4963,Marathahalli,1350.0,2.0,89.0,2
4964,Marathahalli,1020.0,2.0,57.0,2
4965,Marathahalli,1600.0,3.0,88.0,2
4966,Marathahalli,780.0,1.0,55.0,1
4967,Marathahalli,1710.0,3.0,100.0,3
4968,Marathahalli,1530.0,3.0,73.5,3
4969,Marathahalli,1358.0,2.0,81.0,2
4970,Marathahalli,1205.0,2.0,75.0,2
4971,Marathahalli,1730.0,3.0,110.0,3
4972,Marathahalli,1583.0,3.0,115.0,3
4973,Marathahalli,1200.0,2.0,67.0,2
4974,Marathahalli,1095.0,2.0,60.0,2
4975,Marathahalli,1060.0,2.0,48.0,2
4976,Marathahalli,1050.0,2.0,65.0,2
4977,Marathahalli,1102.0,2.0,53.67,2
4978,Marathahalli,1026.0,2.0,49.95,2
4979,Marathahalli,3940.0,4.0,220.0,4
4980,Marathahalli,1435.0,3.0,73.0,3
4981,Marathahalli,1220.0,2.0,59.0,2
4982,Marathahalli,881.0,2.0,48.06,2
4983,Marathahalli,1130.0,2.0,58.0,3
4984,Marathahalli,1710.0,3.0,100.0,3
4985,Marathahalli,1680.0,3.0,105.0,3
4986,Marathahalli,1910.0,3.0,119.0,3
4987,Marathahalli,1602.0,2.0,104.0,2
4988,Marathahalli,700.0,1.0,38.0,1
4989,Marathahalli,1469.0,3.0,89.0,3
4990,Marathahalli,1385.0,2.0,68.5,3
4991,Marathahalli,1690.0,3.0,116.0,3
4992,Marathahalli,1065.0,2.0,55.0,2
4993,Marathahalli,1693.0,3.0,125.0,3
4994,Marathahalli,1693.0,3.0,125.0,3
4995,Marathahalli,1196.0,2.0,57.9,2
4996,Marathahalli,1595.0,3.0,88.0,3
4997,Marathahalli,2122.0,3.0,125.0,3
4998,Marathahalli,1730.0,3.0,115.0,3
4999,Marathahalli,4000.0,4.0,200.0,4
5000,Marathahalli,1200.0,2.0,58.17,3
5001,Marathahalli,1125.0,2.0,55.0,2
5002,Marathahalli,1950.0,3.0,115.0,3
5003,Marathahalli,1250.0,2.0,68.0,2
5004,Marathahalli,1125.0,2.0,56.8,2
5005,Marathahalli,1350.0,2.0,90.0,2
5006,Marathahalli,1200.0,2.0,53.0,2
5007,Marathahalli,2500.0,5.0,175.0,4
5008,Marathahalli,957.0,2.0,47.0,2
5009,Marathahalli,3855.0,4.0,220.0,4
5010,Marathahalli,1605.0,3.0,76.0,3
5011,Marathahalli,1350.0,2.0,60.0,2
5012,Marathahalli,3400.0,4.0,235.0,4
5013,Marathahalli,1350.0,2.0,99.0,2
5014,Marathahalli,1310.0,3.0,63.22,3
5015,Marathahalli,1285.0,2.0,55.0,2
5016,Marathahalli,2500.0,5.0,181.0,4
5017,Marathahalli,3800.0,4.0,235.0,4
5018,Marathahalli,3951.0,4.0,230.0,4
5019,Marathahalli,1125.0,2.0,54.8,2
5020,Marathahalli,1700.0,3.0,126.0,3
5021,Marathahalli,1315.0,2.0,60.0,3
5022,Marathahalli,1270.0,2.0,73.0,2
5023,Marathahalli,1530.0,3.0,71.0,3
5024,Marathahalli,950.0,2.0,46.7,2
5025,Marathahalli,1550.0,3.0,85.0,3
5026,Marathahalli,1019.0,2.0,49.86,2
5027,Marathahalli,1144.0,2.0,65.0,2
5028,Marathahalli,1240.0,2.0,55.0,2
5029,Marathahalli,1100.0,2.0,75.0,1
5030,Marathahalli,1156.0,2.0,52.0,2
5031,Marathahalli,2524.0,5.0,180.0,4
5032,Marathahalli,1135.0,2.0,60.0,2
5033,Marathahalli,1839.0,3.0,130.0,3
5034,Marathahalli,1170.0,2.0,85.0,2
5035,Marathahalli,1102.0,2.0,53.67,2
5036,Marathahalli,1108.0,2.0,60.0,3
5037,Marathahalli,1449.0,3.0,110.0,3
5038,Marathahalli,1360.0,2.0,101.0,2
5039,Marathahalli,1026.0,2.0,50.18,2
5040,Marathahalli,1800.0,3.0,95.0,3
5041,Marathahalli,1650.0,3.0,85.0,3
5042,Marathahalli,1270.0,2.0,80.0,2
5043,Marathahalli,1100.0,2.0,50.0,2
5044,Marathahalli,1196.0,2.0,57.95,2
5045,Marathahalli,1310.0,3.0,63.25,3
5046,Marathahalli,1485.0,2.0,90.0,3
5047,Marathahalli,1146.0,2.0,69.0,2
5048,Margondanahalli,1090.0,2.0,58.0,2
5049,Margondanahalli,1200.0,2.0,58.5,2
5050,Margondanahalli,1200.0,2.0,67.0,2
5051,Margondanahalli,1200.0,2.0,65.0,3
5052,Margondanahalli,1000.0,2.0,57.0,2
5053,Margondanahalli,1625.0,3.0,80.0,3
5054,Margondanahalli,600.0,2.0,35.0,2
5055,Margondanahalli,1200.0,2.0,69.0,2
5056,Margondanahalli,900.0,2.0,49.0,2
5057,Margondanahalli,1140.0,2.0,60.0,2
5058,Margondanahalli,1100.0,2.0,55.0,2
5059,Margondanahalli,1152.0,1.0,66.0,2
5060,Margondanahalli,1448.0,3.0,70.0,3
5061,Margondanahalli,1200.0,2.0,65.0,2
5062,Margondanahalli,1050.0,2.0,58.0,2
5063,Margondanahalli,1160.0,2.0,65.0,2
5064,Margondanahalli,1334.0,2.0,67.76,2
5065,Marsur,1800.0,4.0,145.0,4
5066,Marsur,1200.0,3.0,90.0,3
5067,Marsur,1200.0,3.0,120.0,3
5068,Mico Layout,5000.0,9.0,210.0,9
5069,Mico Layout,1550.0,2.0,65.0,3
5070,Mico Layout,1125.0,2.0,40.0,2
5071,Mico Layout,1190.0,2.0,39.25,2
5072,Mico Layout,800.0,1.0,29.5,1
5073,Mico Layout,1250.0,2.0,44.0,3
5074,Mico Layout,1171.0,2.0,39.0,2
5075,Mico Layout,1200.0,2.0,53.5,2
5076,Mico Layout,1670.0,3.0,59.0,3
5077,Mico Layout,1140.0,2.0,43.0,2
5078,Munnekollal,1170.0,2.0,52.0,2
5079,Munnekollal,1102.0,2.0,53.67,2
5080,Munnekollal,1390.0,3.0,68.0,3
5081,Munnekollal,1200.0,2.0,49.5,2
5082,Munnekollal,950.0,2.0,46.5,2
5083,Munnekollal,1560.0,3.0,75.0,3
5084,Munnekollal,1750.0,3.0,86.5,3
5085,Munnekollal,1385.0,2.0,66.5,3
5086,Munnekollal,1080.0,2.0,45.0,2
5087,Munnekollal,1170.0,2.0,59.0,2
5088,Munnekollal,1540.0,2.0,70.0,3
5089,Munnekollal,1200.0,2.0,57.9,3
5090,Munnekollal,1030.0,2.0,50.36,2
